,season,start_date,home_team,home_conference,home_points,away_id,away_team,away_conference,away_points
2,2012,2012-09-01T12:00:00.000Z,Illinois,Big Ten,24,2711,Western Michigan,Mid-American,7
3,2012,2012-09-01T12:00:00.000Z,Ohio State,Big Ten,56,193,Miami (OH),Mid-American,10
4,2012,2012-09-01T12:00:00.000Z,Syracuse,Big East,41,77,Northwestern,Big Ten,42
5,2012,2012-09-01T12:00:00.000Z,Penn State,Big Ten,14,195,Ohio,Mid-American,24
6,2012,2012-09-01T15:30:00.000Z,Purdue,Big Ten,48,2198,Eastern Kentucky,,6
7,2012,2012-09-01T15:30:00.000Z,Nebraska,Big Ten,49,2572,Southern Mississippi,Conference USA,20
8,2012,2012-09-01T15:30:00.000Z,Northern Illinois,Mid-American,17,2294,Iowa,Big Ten,18
9,2012,2012-09-01T15:30:00.000Z,Wisconsin,Big Ten,26,2460,Northern Iowa,,21
10,2012,2012-09-01T20:00:00.000Z,Indiana,Big Ten,24,282,Indiana State,,17
11,2012,2012-09-01T20:00:00.000Z,Alabama,SEC,41,130,Michigan,Big Ten,14
12,2012,2012-09-08T12:00:00.000Z,Ohio State,Big Ten,31,2116,UCF,Conference USA,16
13,2012,2012-09-08T12:00:00.000Z,Virginia,ACC,17,213,Penn State,Big Ten,16
14,2012,2012-09-08T12:00:00.000Z,Minnesota,Big Ten,44,160,New Hampshire,,7
15,2012,2012-09-08T15:30:00.000Z,Central Michigan,Mid-American,7,127,Michigan State,Big Ten,41
16,2012,2012-09-08T15:30:00.000Z,Michigan,Big Ten,31,2005,Air Force,Mountain West,25
17,2012,2012-09-08T15:30:00.000Z,Notre Dame,FBS Independents,20,2509,Purdue,Big Ten,17
18,2012,2012-09-08T15:30:00.000Z,UMass,Mid-American,6,84,Indiana,Big Ten,45
19,2012,2012-09-08T15:30:00.000Z,Iowa,Big Ten,6,66,Iowa State,Big 12,9
20,2012,2012-09-08T16:00:00.000Z,Oregon State,Pac-12,10,275,Wisconsin,Big Ten,7
21,2012,2012-09-08T19:50:00.000Z,UCLA,Pac-12,36,158,Nebraska,Big Ten,30
22,2012,2012-09-08T20:00:00.000Z,Northwestern,Big Ten,23,238,Vanderbilt,SEC,13
23,2012,2012-09-08T22:30:00.000Z,Arizona State,Pac-12,45,356,Illinois,Big Ten,14
24,2012,2012-09-15T12:00:00.000Z,Illinois,Big Ten,44,2127,Charleston Southern,,0
25,2012,2012-09-15T12:00:00.000Z,Ohio State,Big Ten,35,25,California,Pac-12,28
26,2012,2012-09-15T12:00:00.000Z,Minnesota,Big Ten,28,2711,Western Michigan,Mid-American,23
27,2012,2012-09-15T12:00:00.000Z,Nebraska,Big Ten,42,2032,Arkansas State,Sun Belt,13
28,2012,2012-09-15T12:00:00.000Z,Purdue,Big Ten,54,2199,Eastern Michigan,Mid-American,16
29,2012,2012-09-15T15:30:00.000Z,Penn State,Big Ten,34,2426,Navy,FBS Independents,7
30,2012,2012-09-15T15:30:00.000Z,Michigan,Big Ten,63,113,UMass,Mid-American,13
31,2012,2012-09-15T15:30:00.000Z,Northwestern,Big Ten,22,103,Boston College,ACC,13
32,2012,2012-09-15T15:30:00.000Z,Iowa,Big Ten,27,2460,Northern Iowa,,16
33,2012,2012-09-15T20:00:00.000Z,Wisconsin,Big Ten,16,328,Utah State,Western Athletic,14
34,2012,2012-09-15T20:00:00.000Z,Indiana,Big Ten,39,2050,Ball State,Mid-American,41
35,2012,2012-09-15T20:00:00.000Z,Michigan State,Big Ten,3,87,Notre Dame,FBS Independents,20
36,2012,2012-09-22T12:00:00.000Z,Ohio State,Big Ten,29,5,UAB,Conference USA,15
37,2012,2012-09-22T12:00:00.000Z,Wisconsin,Big Ten,37,2638,UTEP,Conference USA,26
38,2012,2012-09-22T12:00:00.000Z,Iowa,Big Ten,31,2117,Central Michigan,Mid-American,32
39,2012,2012-09-22T15:30:00.000Z,Northwestern,Big Ten,38,233,South Dakota,,7
40,2012,2012-09-22T15:30:00.000Z,Penn State,Big Ten,24,218,Temple,Big East,13
41,2012,2012-09-22T15:30:00.000Z,Nebraska,Big Ten,73,304,Idaho State,,7
42,2012,2012-09-22T15:30:00.000Z,Michigan State,Big Ten,23,2199,Eastern Michigan,Mid-American,7
43,2012,2012-09-22T19:30:00.000Z,Notre Dame,FBS Independents,13,130,Michigan,Big Ten,6
44,2012,2012-09-22T20:00:00.000Z,Illinois,Big Ten,24,2348,Louisiana Tech,Western Athletic,52
45,2012,2012-09-22T20:00:00.000Z,Minnesota,Big Ten,17,183,Syracuse,Big East,10
46,2012,2012-09-29T12:00:00.000Z,Illinois,Big Ten,7,213,Penn State,Big Ten,35
47,2012,2012-09-29T12:00:00.000Z,Northwestern,Big Ten,44,84,Indiana,Big Ten,29
48,2012,2012-09-29T12:00:00.000Z,Iowa,Big Ten,31,135,Minnesota,Big Ten,13
49,2012,2012-09-29T15:15:00.000Z,Purdue,Big Ten,51,276,Marshall,Conference USA,41
50,2012,2012-09-29T15:30:00.000Z,Michigan State,Big Ten,16,194,Ohio State,Big Ten,17
51,2012,2012-09-29T20:00:00.000Z,Nebraska,Big Ten,30,275,Wisconsin,Big Ten,27
52,2012,2012-10-06T12:00:00.000Z,Penn State,Big Ten,39,77,Northwestern,Big Ten,28
53,2012,2012-10-06T12:00:00.000Z,Indiana,Big Ten,27,127,Michigan State,Big Ten,31
54,2012,2012-10-06T15:30:00.000Z,Wisconsin,Big Ten,31,356,Illinois,Big Ten,14
55,2012,2012-10-06T16:00:00.000Z,Purdue,Big Ten,13,130,Michigan,Big Ten,44
56,2012,2012-10-06T20:00:00.000Z,Ohio State,Big Ten,63,158,Nebraska,Big Ten,38
57,2012,2012-10-13T12:00:00.000Z,Michigan State,Big Ten,16,2294,Iowa,Big Ten,19
58,2012,2012-10-13T12:00:00.000Z,Purdue,Big Ten,14,275,Wisconsin,Big Ten,38
59,2012,2012-10-13T12:00:00.000Z,Minnesota,Big Ten,13,77,Northwestern,Big Ten,21
60,2012,2012-10-13T15:30:00.000Z,Michigan,Big Ten,45,356,Illinois,Big Ten,0
61,2012,2012-10-13T20:00:00.000Z,Indiana,Big Ten,49,194,Ohio State,Big Ten,52
62,2012,2012-10-20T12:00:00.000Z,Ohio State,Big Ten,29,2509,Purdue,Big Ten,22
63,2012,2012-10-20T12:00:00.000Z,Wisconsin,Big Ten,38,135,Minnesota,Big Ten,13
64,2012,2012-10-20T15:30:00.000Z,Michigan,Big Ten,12,127,Michigan State,Big Ten,10
65,2012,2012-10-20T15:30:00.000Z,Northwestern,Big Ten,28,158,Nebraska,Big Ten,29
66,2012,2012-10-20T15:30:00.000Z,Navy,FBS Independents,31,84,Indiana,Big Ten,30
67,2012,2012-10-20T20:00:00.000Z,Iowa,Big Ten,14,213,Penn State,Big Ten,38
68,2012,2012-10-27T12:00:00.000Z,Northwestern,Big Ten,28,2294,Iowa,Big Ten,17
69,2012,2012-10-27T12:00:00.000Z,Illinois,Big Ten,17,84,Indiana,Big Ten,31
70,2012,2012-10-27T15:30:00.000Z,Minnesota,Big Ten,44,2509,Purdue,Big Ten,28
71,2012,2012-10-27T15:30:00.000Z,Wisconsin,Big Ten,13,127,Michigan State,Big Ten,16
72,2012,2012-10-27T17:30:00.000Z,Penn State,Big Ten,23,194,Ohio State,Big Ten,35
73,2012,2012-10-27T20:00:00.000Z,Nebraska,Big Ten,23,130,Michigan,Big Ten,9
74,2012,2012-11-03T12:00:00.000Z,Minnesota,Big Ten,13,130,Michigan,Big Ten,35
75,2012,2012-11-03T15:30:00.000Z,Michigan State,Big Ten,24,158,Nebraska,Big Ten,28
76,2012,2012-11-03T15:30:00.000Z,Purdue,Big Ten,9,213,Penn State,Big Ten,34
77,2012,2012-11-03T15:30:00.000Z,Ohio State,Big Ten,52,356,Illinois,Big Ten,22
78,2012,2012-11-03T15:30:00.000Z,Indiana,Big Ten,24,2294,Iowa,Big Ten,21
79,2012,2012-11-10T12:00:00.000Z,Indiana,Big Ten,14,275,Wisconsin,Big Ten,62
80,2012,2012-11-10T12:00:00.000Z,Michigan,Big Ten,38,77,Northwestern,Big Ten,31
81,2012,2012-11-10T12:00:00.000Z,Iowa,Big Ten,24,2509,Purdue,Big Ten,27
82,2012,2012-11-10T15:30:00.000Z,Illinois,Big Ten,3,135,Minnesota,Big Ten,17
83,2012,2012-11-10T15:30:00.000Z,Nebraska,Big Ten,32,213,Penn State,Big Ten,23
84,2012,2012-11-17T12:00:00.000Z,Michigan,Big Ten,42,2294,Iowa,Big Ten,17
85,2012,2012-11-17T12:00:00.000Z,Michigan State,Big Ten,20,77,Northwestern,Big Ten,23
86,2012,2012-11-17T12:00:00.000Z,Penn State,Big Ten,45,84,Indiana,Big Ten,22
87,2012,2012-11-17T15:30:00.000Z,Illinois,Big Ten,17,2509,Purdue,Big Ten,20
88,2012,2012-11-17T15:30:00.000Z,Nebraska,Big Ten,38,135,Minnesota,Big Ten,14
89,2012,2012-11-17T15:30:00.000Z,Wisconsin,Big Ten,14,194,Ohio State,Big Ten,21
90,2012,2012-11-23T12:00:00.000Z,Iowa,Big Ten,7,158,Nebraska,Big Ten,13
91,2012,2012-11-24T12:00:00.000Z,Ohio State,Big Ten,26,130,Michigan,Big Ten,21
92,2012,2012-11-24T12:00:00.000Z,Northwestern,Big Ten,50,356,Illinois,Big Ten,14
93,2012,2012-11-24T12:00:00.000Z,Purdue,Big Ten,56,84,Indiana,Big Ten,35
94,2012,2012-11-24T15:30:00.000Z,Penn State,Big Ten,24,275,Wisconsin,Big Ten,21
95,2012,2012-11-24T15:30:00.000Z,Minnesota,Big Ten,10,127,Michigan State,Big Ten,26
96,2012,2012-12-01T20:17:00.000Z,Wisconsin,Big Ten,70,158,Nebraska,Big Ten,31
0,2013,2013-08-29T19:00:00.000Z,Indiana,Big Ten,73,282,Indiana State,,35
1,2013,2013-08-29T19:00:00.000Z,Minnesota,Big Ten,51,2439,UNLV,Mountain West,23
2,2013,2013-08-30T20:00:00.000Z,Michigan State,Big Ten,26,2711,Western Michigan,Mid-American,13
3,2013,2013-08-31T12:00:00.000Z,Cincinnati,American Athletic,42,2509,Purdue,Big Ten,7
4,2013,2013-08-31T12:00:00.000Z,Ohio State,Big Ten,40,2084,Buffalo,Mid-American,20
5,2013,2013-08-31T12:00:00.000Z,Illinois,Big Ten,42,79,Southern Illinois,,34
6,2013,2013-08-31T12:00:00.000Z,Wisconsin,Big Ten,45,113,UMass,Mid-American,0
7,2013,2013-08-31T15:30:00.000Z,Penn State,Big Ten,23,183,Syracuse,ACC,17
8,2013,2013-08-31T15:30:00.000Z,Michigan,Big Ten,59,2117,Central Michigan,Mid-American,9
9,2013,2013-08-31T15:30:00.000Z,Iowa,Big Ten,27,2459,Northern Illinois,Mid-American,30
10,2013,2013-08-31T20:00:00.000Z,Nebraska,Big Ten,37,2751,Wyoming,Mountain West,34
11,2013,2013-08-31T22:30:00.000Z,California,Pac-12,30,77,Northwestern,Big Ten,44
12,2013,2013-09-07T12:00:00.000Z,Purdue,Big Ten,20,282,Indiana State,,14
13,2013,2013-09-07T12:00:00.000Z,Michigan State,Big Ten,21,58,South Florida,American Athletic,6
14,2013,2013-09-07T12:00:00.000Z,Penn State,Big Ten,45,2199,Eastern Michigan,Mid-American,7
15,2013,2013-09-07T12:00:00.000Z,Illinois,Big Ten,45,2132,Cincinnati,American Athletic,17
16,2013,2013-09-07T12:00:00.000Z,Iowa,Big Ten,28,2623,Missouri State,,14
17,2013,2013-09-07T12:00:00.000Z,Wisconsin,Big Ten,48,2635,Tennessee Tech,,0
18,2013,2013-09-07T15:30:00.000Z,Ohio State,Big Ten,42,21,San Diego State,Mountain West,7
19,2013,2013-09-07T18:00:00.000Z,Northwestern,Big Ten,48,183,Syracuse,ACC,27
20,2013,2013-09-07T18:00:00.000Z,Indiana,Big Ten,35,2426,Navy,FBS Independents,41
21,2013,2013-09-07T18:00:00.000Z,Nebraska,Big Ten,56,2572,Southern Mississippi,Conference USA,13
22,2013,2013-09-07T20:00:00.000Z,New Mexico State,FBS Independents,21,135,Minnesota,Big Ten,44
23,2013,2013-09-07T20:00:00.000Z,Michigan,Big Ten,41,87,Notre Dame,FBS Independents,30
24,2013,2013-09-14T12:00:00.000Z,Minnesota,Big Ten,29,2710,Western Illinois,,12
25,2013,2013-09-14T12:00:00.000Z,Michigan,Big Ten,28,2006,Akron,Mid-American,24
26,2013,2013-09-14T12:00:00.000Z,Nebraska,Big Ten,21,26,UCLA,Pac-12,41
27,2013,2013-09-14T12:00:00.000Z,Indiana,Big Ten,42,189,Bowling Green,Mid-American,10
28,2013,2013-09-14T14:00:00.000Z,Michigan State,Big Ten,55,2754,Youngstown State,,17
29,2013,2013-09-14T18:00:00.000Z,Illinois,Big Ten,24,264,Washington,Pac-12,34
30,2013,2013-09-14T18:00:00.000Z,Iowa State,Big 12,21,2294,Iowa,Big Ten,27
31,2013,2013-09-14T18:00:00.000Z,Penn State,Big Ten,31,2116,UCF,American Athletic,34
32,2013,2013-09-14T19:00:00.000Z,California,Pac-12,34,194,Ohio State,Big Ten,52
33,2013,2013-09-14T20:00:00.000Z,Purdue,Big Ten,24,87,Notre Dame,FBS Independents,31
34,2013,2013-09-14T21:00:00.000Z,Northwestern,Big Ten,38,2711,Western Michigan,Mid-American,17
35,2013,2013-09-14T22:30:00.000Z,Arizona State,Pac-12,32,275,Wisconsin,Big Ten,30
36,2013,2013-09-21T12:00:00.000Z,Minnesota,Big Ten,43,23,San José State,Mountain West,24
37,2013,2013-09-21T12:00:00.000Z,Ohio State,Big Ten,76,50,Florida A&M,,0
38,2013,2013-09-21T12:00:00.000Z,Iowa,Big Ten,59,2711,Western Michigan,Mid-American,3
39,2013,2013-09-21T15:30:00.000Z,Notre Dame,FBS Independents,17,127,Michigan State,Big Ten,13
40,2013,2013-09-21T15:30:00.000Z,Northwestern,Big Ten,35,311,Maine,,21
41,2013,2013-09-21T15:30:00.000Z,Wisconsin,Big Ten,41,2509,Purdue,Big Ten,10
42,2013,2013-09-21T15:30:00.000Z,Penn State,Big Ten,34,2309,Kent State,Mid-American,0
43,2013,2013-09-21T15:30:00.000Z,Nebraska,Big Ten,59,2571,South Dakota State,,20
44,2013,2013-09-21T20:00:00.000Z,Connecticut,American Athletic,21,130,Michigan,Big Ten,24
45,2013,2013-09-21T20:00:00.000Z,Indiana,Big Ten,28,142,Missouri,SEC,45
46,2013,2013-09-28T12:00:00.000Z,Illinois,Big Ten,50,193,Miami (OH),Mid-American,14
47,2013,2013-09-28T12:00:00.000Z,Purdue,Big Ten,24,2459,Northern Illinois,Mid-American,55
48,2013,2013-09-28T15:30:00.000Z,Minnesota,Big Ten,7,2294,Iowa,Big Ten,23
49,2013,2013-09-28T20:00:00.000Z,Ohio State,Big Ten,31,275,Wisconsin,Big Ten,24
50,2013,2013-10-05T12:00:00.000Z,Indiana,Big Ten,44,213,Penn State,Big Ten,24
51,2013,2013-10-05T12:00:00.000Z,Nebraska,Big Ten,39,356,Illinois,Big Ten,19
52,2013,2013-10-05T12:00:00.000Z,Iowa,Big Ten,14,127,Michigan State,Big Ten,26
53,2013,2013-10-05T15:30:00.000Z,Michigan,Big Ten,42,135,Minnesota,Big Ten,13
54,2013,2013-10-05T20:00:00.000Z,Northwestern,Big Ten,30,194,Ohio State,Big Ten,40
55,2013,2013-10-12T12:00:00.000Z,Purdue,Big Ten,7,158,Nebraska,Big Ten,44
56,2013,2013-10-12T12:00:00.000Z,Michigan State,Big Ten,42,84,Indiana,Big Ten,28
57,2013,2013-10-12T15:30:00.000Z,Wisconsin,Big Ten,35,77,Northwestern,Big Ten,6
58,2013,2013-10-12T17:00:00.000Z,Penn State,Big Ten,43,130,Michigan,Big Ten,40
59,2013,2013-10-19T12:00:00.000Z,Michigan State,Big Ten,14,2509,Purdue,Big Ten,0
60,2013,2013-10-19T12:00:00.000Z,Northwestern,Big Ten,17,135,Minnesota,Big Ten,20
61,2013,2013-10-19T15:30:00.000Z,Michigan,Big Ten,63,84,Indiana,Big Ten,47
62,2013,2013-10-19T15:30:00.000Z,Ohio State,Big Ten,34,2294,Iowa,Big Ten,24
63,2013,2013-10-19T20:00:00.000Z,Illinois,Big Ten,32,275,Wisconsin,Big Ten,56
64,2013,2013-10-26T12:00:00.000Z,Minnesota,Big Ten,34,158,Nebraska,Big Ten,23
65,2013,2013-10-26T12:00:00.000Z,Iowa,Big Ten,17,77,Northwestern,Big Ten,10
66,2013,2013-10-26T15:30:00.000Z,Illinois,Big Ten,3,127,Michigan State,Big Ten,42
67,2013,2013-10-26T20:00:00.000Z,Ohio State,Big Ten,63,213,Penn State,Big Ten,14
68,2013,2013-11-02T12:00:00.000Z,Iowa,Big Ten,9,275,Wisconsin,Big Ten,28
69,2013,2013-11-02T12:00:00.000Z,Purdue,Big Ten,0,194,Ohio State,Big Ten,56
70,2013,2013-11-02T12:00:00.000Z,Penn State,Big Ten,24,356,Illinois,Big Ten,17
71,2013,2013-11-02T15:30:00.000Z,Nebraska,Big Ten,27,77,Northwestern,Big Ten,24
72,2013,2013-11-02T15:30:00.000Z,Michigan State,Big Ten,29,130,Michigan,Big Ten,6
73,2013,2013-11-02T15:30:00.000Z,Indiana,Big Ten,39,135,Minnesota,Big Ten,42
74,2013,2013-11-09T12:00:00.000Z,Minnesota,Big Ten,24,213,Penn State,Big Ten,10
75,2013,2013-11-09T12:00:00.000Z,Purdue,Big Ten,14,2294,Iowa,Big Ten,38
76,2013,2013-11-09T15:30:00.000Z,Wisconsin,Big Ten,27,252,BYU,FBS Independents,17
77,2013,2013-11-09T15:30:00.000Z,Michigan,Big Ten,13,158,Nebraska,Big Ten,17
78,2013,2013-11-09T15:30:00.000Z,Indiana,Big Ten,52,356,Illinois,Big Ten,35
79,2013,2013-11-16T12:00:00.000Z,Illinois,Big Ten,35,194,Ohio State,Big Ten,60
80,2013,2013-11-16T12:00:00.000Z,Wisconsin,Big Ten,51,84,Indiana,Big Ten,3
81,2013,2013-11-16T12:00:00.000Z,Penn State,Big Ten,45,2509,Purdue,Big Ten,21
82,2013,2013-11-16T15:30:00.000Z,Nebraska,Big Ten,28,127,Michigan State,Big Ten,41
83,2013,2013-11-16T15:30:00.000Z,Northwestern,Big Ten,19,130,Michigan,Big Ten,27
84,2013,2013-11-23T12:00:00.000Z,Northwestern,Big Ten,6,127,Michigan State,Big Ten,30
85,2013,2013-11-23T12:00:00.000Z,Iowa,Big Ten,24,130,Michigan,Big Ten,21
86,2013,2013-11-23T12:00:00.000Z,Purdue,Big Ten,16,356,Illinois,Big Ten,20
87,2013,2013-11-23T15:30:00.000Z,Minnesota,Big Ten,7,275,Wisconsin,Big Ten,20
88,2013,2013-11-23T15:30:00.000Z,Ohio State,Big Ten,42,84,Indiana,Big Ten,14
89,2013,2013-11-23T15:30:00.000Z,Penn State,Big Ten,20,158,Nebraska,Big Ten,23
90,2013,2013-11-29T12:00:00.000Z,Nebraska,Big Ten,17,2294,Iowa,Big Ten,38
91,2013,2013-11-30T12:00:00.000Z,Michigan State,Big Ten,14,135,Minnesota,Big Ten,3
92,2013,2013-11-30T12:00:00.000Z,Michigan,Big Ten,41,194,Ohio State,Big Ten,42
93,2013,2013-11-30T15:30:00.000Z,Wisconsin,Big Ten,24,213,Penn State,Big Ten,31
94,2013,2013-11-30T15:30:00.000Z,Illinois,Big Ten,34,77,Northwestern,Big Ten,37
95,2013,2013-11-30T15:30:00.000Z,Indiana,Big Ten,56,2509,Purdue,Big Ten,36
96,2013,2013-12-07T20:17:00.000Z,Michigan State,Big Ten,34,194,Ohio State,Big Ten,24
0,2014,2014-08-28T19:00:00.000Z,Minnesota,Big Ten,42,2197,Eastern Illinois,,20
1,2014,2014-08-28T22:00:00.000Z,Washington State,Pac-12,38,164,Rutgers,Big Ten,41
2,2014,2014-08-29T19:30:00.000Z,Michigan State,Big Ten,45,55,Jacksonville State,,7
3,2014,2014-08-30T08:30:00.000Z,UCF,American Athletic,24,213,Penn State,Big Ten,26
4,2014,2014-08-30T12:00:00.000Z,Michigan,Big Ten,52,2026,Appalachian State,Sun Belt,14
5,2014,2014-08-30T12:00:00.000Z,Navy,FBS Independents,17,194,Ohio State,Big Ten,34
6,2014,2014-08-30T12:00:00.000Z,Illinois,Big Ten,28,2754,Youngstown State,,17
7,2014,2014-08-30T12:00:00.000Z,Indiana,Big Ten,28,282,Indiana State,,10
8,2014,2014-08-30T12:00:00.000Z,Iowa,Big Ten,31,2460,Northern Iowa,,23
9,2014,2014-08-30T12:00:00.000Z,Purdue,Big Ten,43,2711,Western Michigan,Mid-American,34
10,2014,2014-08-30T15:30:00.000Z,Nebraska,Big Ten,55,2226,Florida Atlantic,Conference USA,7
11,2014,2014-08-30T15:30:00.000Z,Maryland,Big Ten,52,256,James Madison,,7
12,2014,2014-08-30T15:30:00.000Z,Northwestern,Big Ten,24,25,California,Pac-12,31
13,2014,2014-08-30T21:00:00.000Z,LSU,SEC,28,275,Wisconsin,Big Ten,24
14,2014,2014-09-06T12:00:00.000Z,Illinois,Big Ten,42,98,Western Kentucky,Conference USA,34
15,2014,2014-09-06T12:00:00.000Z,Rutgers,Big Ten,38,47,Howard,,25
16,2014,2014-09-06T12:00:00.000Z,Purdue,Big Ten,17,2117,Central Michigan,Mid-American,38
17,2014,2014-09-06T12:00:00.000Z,Wisconsin,Big Ten,37,2710,Western Illinois,,3
18,2014,2014-09-06T12:00:00.000Z,Nebraska,Big Ten,31,2377,McNeese,,24
19,2014,2014-09-06T12:00:00.000Z,Penn State,Big Ten,21,2006,Akron,Mid-American,3
20,2014,2014-09-06T15:30:00.000Z,Iowa,Big Ten,17,2050,Ball State,Mid-American,13
21,2014,2014-09-06T15:30:00.000Z,Northwestern,Big Ten,15,2459,Northern Illinois,Mid-American,23
22,2014,2014-09-06T15:30:00.000Z,South Florida,American Athletic,17,120,Maryland,Big Ten,24
23,2014,2014-09-06T15:30:00.000Z,Minnesota,Big Ten,35,2393,Middle Tennessee,Conference USA,24
24,2014,2014-09-06T18:30:00.000Z,Oregon,Pac-12,46,127,Michigan State,Big Ten,27
25,2014,2014-09-06T19:30:00.000Z,Notre Dame,FBS Independents,31,130,Michigan,Big Ten,0
26,2014,2014-09-06T20:00:00.000Z,Ohio State,Big Ten,21,259,Virginia Tech,ACC,35
27,2014,2014-09-13T12:00:00.000Z,Maryland,Big Ten,37,277,West Virginia,Big 12,40
28,2014,2014-09-13T12:00:00.000Z,Ohio State,Big Ten,66,2309,Kent State,Mid-American,0
29,2014,2014-09-13T12:00:00.000Z,Bowling Green,Mid-American,45,84,Indiana,Big Ten,42
30,2014,2014-09-13T15:30:00.000Z,Iowa,Big Ten,17,66,Iowa State,Big 12,20
31,2014,2014-09-13T15:30:00.000Z,Michigan,Big Ten,34,193,Miami (OH),Mid-American,10
32,2014,2014-09-13T16:00:00.000Z,TCU,Big 12,30,135,Minnesota,Big Ten,7
33,2014,2014-09-13T16:00:00.000Z,Washington,Pac-12,44,356,Illinois,Big Ten,19
34,2014,2014-09-13T19:30:00.000Z,Notre Dame,FBS Independents,30,2509,Purdue,Big Ten,14
35,2014,2014-09-13T20:00:00.000Z,Rutgers,Big Ten,10,213,Penn State,Big Ten,13
36,2014,2014-09-13T22:30:00.000Z,Fresno State,Mountain West,19,158,Nebraska,Big Ten,55
37,2014,2014-09-20T12:00:00.000Z,Pittsburgh,ACC,20,2294,Iowa,Big Ten,24
38,2014,2014-09-20T12:00:00.000Z,Purdue,Big Ten,35,79,Southern Illinois,,13
39,2014,2014-09-20T12:00:00.000Z,Michigan State,Big Ten,73,2199,Eastern Michigan,Mid-American,14
40,2014,2014-09-20T12:00:00.000Z,Wisconsin,Big Ten,68,189,Bowling Green,Mid-American,17
41,2014,2014-09-20T12:00:00.000Z,Northwestern,Big Ten,24,2710,Western Illinois,,7
42,2014,2014-09-20T12:30:00.000Z,Syracuse,ACC,20,120,Maryland,Big Ten,34
43,2014,2014-09-20T15:30:00.000Z,Michigan,Big Ten,10,254,Utah,Pac-12,26
44,2014,2014-09-20T15:30:00.000Z,Navy,FBS Independents,24,164,Rutgers,Big Ten,31
45,2014,2014-09-20T16:00:00.000Z,Illinois,Big Ten,42,326,Texas State,Sun Belt,35
46,2014,2014-09-20T16:00:00.000Z,Minnesota,Big Ten,24,23,San José State,Mountain West,7
47,2014,2014-09-20T16:00:00.000Z,Missouri,SEC,27,84,Indiana,Big Ten,31
48,2014,2014-09-20T16:00:00.000Z,Penn State,Big Ten,48,113,UMass,Mid-American,7
49,2014,2014-09-20T20:00:00.000Z,Nebraska,Big Ten,41,2390,Miami,ACC,31
50,2014,2014-09-27T12:00:00.000Z,Purdue,Big Ten,10,2294,Iowa,Big Ten,24
51,2014,2014-09-27T12:00:00.000Z,Michigan State,Big Ten,56,2751,Wyoming,Mountain West,14
52,2014,2014-09-27T12:00:00.000Z,Wisconsin,Big Ten,27,58,South Florida,American Athletic,10
53,2014,2014-09-27T12:00:00.000Z,Penn State,Big Ten,6,77,Northwestern,Big Ten,29
54,2014,2014-09-27T12:00:00.000Z,Rutgers,Big Ten,31,2655,Tulane,American Athletic,6
55,2014,2014-09-27T13:30:00.000Z,Indiana,Big Ten,15,120,Maryland,Big Ten,37
56,2014,2014-09-27T15:30:00.000Z,Michigan,Big Ten,14,135,Minnesota,Big Ten,30
57,2014,2014-09-27T18:00:00.000Z,Ohio State,Big Ten,50,2132,Cincinnati,American Athletic,28
58,2014,2014-09-27T21:00:00.000Z,Nebraska,Big Ten,45,356,Illinois,Big Ten,14
59,2014,2014-10-04T12:00:00.000Z,Maryland,Big Ten,24,194,Ohio State,Big Ten,52
60,2014,2014-10-04T12:00:00.000Z,Illinois,Big Ten,27,2509,Purdue,Big Ten,38
61,2014,2014-10-04T14:30:00.000Z,Indiana,Big Ten,49,249,North Texas,Conference USA,24
62,2014,2014-10-04T15:30:00.000Z,Northwestern,Big Ten,20,275,Wisconsin,Big Ten,14
63,2014,2014-10-04T19:00:00.000Z,Rutgers,Big Ten,26,130,Michigan,Big Ten,24
64,2014,2014-10-04T20:00:00.000Z,Michigan State,Big Ten,27,158,Nebraska,Big Ten,22
65,2014,2014-10-11T12:00:00.000Z,Wisconsin,Big Ten,38,356,Illinois,Big Ten,28
66,2014,2014-10-11T12:00:00.000Z,Iowa,Big Ten,45,84,Indiana,Big Ten,29
67,2014,2014-10-11T12:00:00.000Z,Minnesota,Big Ten,24,77,Northwestern,Big Ten,17
68,2014,2014-10-11T15:30:00.000Z,Purdue,Big Ten,31,127,Michigan State,Big Ten,45
69,2014,2014-10-11T19:00:00.000Z,Michigan,Big Ten,18,213,Penn State,Big Ten,13
70,2014,2014-10-18T12:00:00.000Z,Maryland,Big Ten,38,2294,Iowa,Big Ten,31
71,2014,2014-10-18T12:00:00.000Z,Minnesota,Big Ten,39,2509,Purdue,Big Ten,38
72,2014,2014-10-18T15:30:00.000Z,Indiana,Big Ten,17,127,Michigan State,Big Ten,56
73,2014,2014-10-18T15:30:00.000Z,Ohio State,Big Ten,56,164,Rutgers,Big Ten,17
74,2014,2014-10-18T19:30:00.000Z,Northwestern,Big Ten,17,158,Nebraska,Big Ten,38
75,2014,2014-10-25T12:00:00.000Z,Nebraska,Big Ten,42,164,Rutgers,Big Ten,24
76,2014,2014-10-25T12:00:00.000Z,Illinois,Big Ten,28,135,Minnesota,Big Ten,24
77,2014,2014-10-25T12:00:00.000Z,Wisconsin,Big Ten,52,120,Maryland,Big Ten,7
78,2014,2014-10-25T15:30:00.000Z,Michigan State,Big Ten,35,130,Michigan,Big Ten,11
79,2014,2014-10-25T20:00:00.000Z,Penn State,Big Ten,24,194,Ohio State,Big Ten,31
80,2014,2014-11-01T12:00:00.000Z,Iowa,Big Ten,48,77,Northwestern,Big Ten,7
